adenocarcinoma in situ in tubulovillous adenoma|0 0 0 1 2 12 35 52 117 198 420 563 714 872 962 898 580 303 89 13
adenocarcinoma in situ in villous adenoma|0 0 0 0 4 6 11 31 70 141 288 431 586 721 771 783 471 274 68 16
adenocarcinoma in situ|0 0 0 10 72 221 351 367 418 556 769 741 721 671 624 543 358 199 57 6
adenocarcinoma in tubulovillous adenoma|0 0 1 0 11 28 57 148 309 554 1088 1469 1836 2444 2674 2718 1898 956 299 65
adenocarcinoma in villous adenoma|0 0 0 1 4 17 58 132 229 472 895 1399 1947 2538 2711 2687 2076 1154 374 60
adenocarcinoma of anal glands|0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0
adenocarcinoma w cartilag. & oss. metaplas.|0 0 0 0 0 0 0 0 2 2 6 0 3 2 6 1 2 1 0 1
adenocarcinoma with apocrine metaplasia|0 0 0 0 0 0 1 0 4 6 7 2 2 5 5 7 1 1 1 0
adenocarcinoma with mixed subtypes|0 0 0 0 2 4 2 11 34 38 83 100 123 113 127 99 76 27 15 2
adenocarcinoma with neuroendocrine differen.|0 0 0 0 0 1 0 0 5 6 9 15 13 13 11 15 10 5 2 0
adenocarcinoma with spindle cell mataplasia|0 0 0 0 0 0 2 3 0 2 4 4 4 6 2 5 5 0 0 0
adenocarcinoma with squamous metaplasia|0 0 0 1 9 36 83 146 249 307 529 645 680 532 398 251 139 67 9 5
adenocarcinoma, endocervical type|0 0 0 0 2 10 17 19 15 21 11 5 5 1 1 6 2 0 0 0
adenocarcinoma, intestinal type|0 0 0 0 1 4 7 13 38 73 96 161 236 331 453 511 437 265 120 20
adenocarcinoma, nos|3 5 11 98 400 1381 3510 7372 14808 29862 57728 94657 133178 169821 180242 154973 102551 51591 16241 3508
adenoid basal cell carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 2 2 3 2 3 0 0 0
adenoid cystic carcinoma|0 0 6 13 41 74 122 194 238 298 360 350 355 352 361 237 171 110 29 8
adenoma, nos|0 1 1 3 5 8 11 6 10 23 17 17 8 13 9 6 10 4 1 0
adenosarcoma|0 0 1 2 7 8 13 23 32 36 42 40 41 56 37 38 13 10 4 0
adenosquamous carcinoma|1 0 2 0 18 101 215 342 486 605 947 1354 1596 1653 1597 1242 662 287 75 10
adrenal cortical carcinoma|27 10 7 15 12 26 34 56 60 60 84 73 94 80 61 28 23 8 2 1
adult t-cell leukemia/lymphoma (htlv-1 pos.)|2 0 1 0 5 2 4 15 3 6 9 6 10 8 12 18 16 6 3 0
aggressive nk-cell leukemia|0 0 0 1 0 1 0 2 0 0 0 3 2 2 0 4 0 1 0 0
alveolar adenocarcinoma|0 0 0 0 0 1 2 2 8 15 17 46 60 80 69 41 34 13 1 1
alveolar rhabdomyosarcoma|61 55 55 65 29 13 11 10 6 5 3 7 7 3 1 2 2 1 1 0
alveolar soft part sarcoma|2 5 12 14 18 22 7 9 2 3 1 4 2 0 1 1 0 0 0 0
amelanotic melanoma|0 0 2 4 19 24 23 36 42 63 60 57 72 74 81 92 56 41 14 4
ameloblastic fibrosarcoma|0 0 0 1 1 0 1 0 0 0 0 0 0 1 1 0 0 0 0 0
ameloblastic odontosarcoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
ameloblastoma, malignant|0 1 1 5 5 5 7 7 4 6 8 5 8 11 3 7 3 3 0 0
anaplastic large cell lymphoma, t-cell and null cell type|7 18 34 37 21 30 53 58 73 55 57 71 63 69 83 60 50 33 15 3
androblastoma, malignant|0 0 3 2 2 1 0 0 0 3 0 2 1 0 1 0 1 0 0 0
angioimmunoblastic t-cell lymphoma|0 0 1 0 1 1 4 3 10 9 18 24 27 35 34 31 24 15 2 2
angiomatous meningioma|0 1 1 0 0 0 1 0 2 3 4 5 2 5 3 1 2 0 0 0
angiomyosarcoma|0 0 0 1 0 2 2 1 2 0 2 1 4 2 1 2 2 1 0 0
aortic body tumor, malignant|0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
apocrine adenocarcinoma|0 0 0 1 0 6 10 23 44 40 67 69 87 84 88 91 68 28 14 3
askin tumor|0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
astroblastoma|13 18 11 13 15 17 11 14 10 14 21 14 14 13 10 8 3 0 0 0
astrocytoma, anaplastic|35 54 49 50 92 152 198 180 203 188 179 184 159 208 169 137 60 18 4 1
astrocytoma, nos|291 323 329 291 345 460 534 529 519 505 595 668 680 794 631 485 240 80 31 5
atypical carcinoid tumor|0 0 0 0 0 0 1 1 5 9 8 8 8 13 10 6 5 3 0 0
atypical choroid plexus papilloma|0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
atypical chronic myeloid leuk., bcr/abl negative|0 0 0 0 0 0 1 1 1 0 0 1 3 3 4 1 3 0 0 0
atypical medullary carcinoma|0 0 0 0 0 0 9 10 10 14 11 29 11 8 5 6 3 3 1 0
atypical meningioma|0 0 0 1 2 1 3 5 6 15 11 13 12 11 9 10 10 4 1 0
atypical teratoid/rhabdoid tumor|19 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
b-cell chr. lymph. leuk./small lymphocytic lymphoma|3 0 1 2 5 14 71 177 441 898 1719 2618 3504 4332 4844 4555 3630 2271 955 288
balloon cell melanoma|0 0 0 0 0 3 2 0 4 2 2 3 1 1 2 2 1 2 0 0
basal cell adenocarcinoma|0 0 0 1 0 1 1 2 1 6 5 12 8 13 16 9 3 1 0 1
basal cell carcinoma, fibroepithelial|0 0 0 0 0 0 0 0 0 1 1 2 3 2 1 2 0 0 0 0
basal cell carcinoma, nodular|0 0 0 0 0 0 1 0 0 0 1 4 2 3 4 8 7 3 3 0
basal cell carcinoma, nos|0 0 0 0 2 2 6 11 21 20 40 54 69 89 118 120 101 89 34 10
basaloid carcinoma|0 0 0 0 0 0 3 9 12 12 49 53 57 72 66 52 42 28 3 3
basaloid squamous cell carcinoma|0 0 0 0 0 0 4 4 22 39 78 65 55 68 67 39 35 14 3 0
basophil adenoma|0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
basophil carcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
basosquamous carcinoma|0 0 0 0 0 1 1 1 6 8 9 16 12 14 24 17 26 14 7 0
bile duct cystadenocarcinoma|0 0 0 0 0 0 0 0 0 0 1 0 0 0 2 4 1 0 0 0
blue nevus, malignant|0 0 0 0 2 2 4 0 2 2 2 2 1 3 1 3 2 0 0 1
bowen disease|0 0 0 23 88 193 256 309 283 264 241 236 200 195 170 136 56 38 9 3
brenner tumor, malignant|0 0 0 0 0 0 2 4 4 11 6 14 12 20 13 17 15 4 1 0
bronch.-alv. carc., mixed mucin. and non-mucinous|0 0 0 0 0 1 0 0 0 1 2 3 3 1 4 6 2 3 0 0
bronchiolo-alveolar adenocarcinoma|0 0 0 2 2 6 31 76 202 405 826 1262 1795 2122 2133 1746 887 300 71 15
bronchiolo-alveolar carcinoma, mucinous|0 0 0 0 1 1 0 3 1 13 13 12 33 31 45 31 19 8 0 1
bronchiolo-alveolar carcinoma, non-mucinous|0 0 0 0 0 0 0 1 3 7 8 27 19 20 26 27 22 4 1 0
burkitt cell leukemia|11 11 7 5 3 6 4 5 6 9 4 6 5 8 12 7 6 2 0 1
burkitt lymphoma, nos|81 154 141 95 67 91 125 137 141 103 86 76 50 58 68 59 43 27 4 3
capillary hemangioma|0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
carcinofibroma|0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0
carcinoid tumor, malignant|1 1 37 97 154 278 428 587 832 1149 1704 1805 1866 2027 1944 1551 985 460 105 17
carcinoma in pleomorphic adenoma|0 0 0 0 1 1 6 10 8 17 15 19 13 16 18 19 13 8 0 1
carcinoma in situ, nos|0 1 10 1246 7767 13009 10970 6897 4420 2823 2096 1833 1736 1578 1298 871 563 280 80 93
carcinoma showing thymus-like element|0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0
carcinoma simplex|0 0 0 0 0 0 0 0 2 2 3 6 5 12 5 9 3 6 1 0
carcinoma with osteoclast-like giant cells|0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1 0 0 0
carcinoma, anaplastic type, nos|0 0 1 7 8 12 36 59 131 229 324 466 635 718 674 504 361 200 68 13
carcinoma, diffuse type|0 0 0 1 4 7 21 27 44 71 91 104 125 151 187 196 120 81 31 6
carcinoma, nos|10 6 15 87 264 535 954 1618 2691 4826 7628 11297 16033 21449 26016 28396 27512 20217 9868 3194
carcinoma, undifferentiated type, nos|1 1 7 22 27 42 104 161 298 525 828 1127 1543 1609 1579 1184 736 341 102 17
carcinosarcoma, embryonal type|0 0 0 0 1 0 0 0 1 1 3 3 4 1 4 0 2 0 0 0
carcinosarcoma, nos|0 0 0 0 1 8 12 16 44 73 143 239 286 363 364 283 252 132 39 9
carotid body tumor, malignant|0 0 0 0 1 0 2 2 2 0 1 1 1 0 0 0 0 1 0 0
cavernous hemangioma|2 1 1 0 6 3 2 4 2 2 5 4 1 2 1 2 0 0 0 0
central osteosarcoma|0 0 1 4 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
centrol neurocytoma|0 0 0 4 3 2 4 3 3 1 0 0 0 1 0 0 0 0 0 0
cerebellar sarcoma, nos|1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0
ceruminous adenocarcinoma|0 0 0 0 0 1 0 1 0 1 1 2 1 0 5 1 1 0 2 0
cholangiocarcinoma|0 0 1 1 5 17 18 72 118 180 259 368 430 559 663 701 628 384 163 43
chondroblastic osteosarcoma|3 7 38 54 32 16 14 11 9 7 8 4 7 4 4 3 3 1 2 0
chondroblastoma, malignant|0 0 5 3 2 3 2 1 1 0 0 1 0 0 1 0 0 0 0 0
chondroid chordoma|0 0 0 0 0 0 0 2 1 1 0 1 0 1 1 0 0 0 0 0
chondrosarcoma, nos|2 2 24 64 70 112 145 126 147 178 171 164 184 145 157 116 66 42 13 4
chordoid glioma|0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0
chordoma, nos|3 4 14 12 21 17 27 44 29 49 54 54 49 73 64 44 30 17 8 1
choriocarcinoma combined w/ other germ cell elements|0 0 5 59 136 148 99 46 30 18 7 5 1 2 0 0 0 0 0 0
choriocarcinoma|1 0 8 92 152 189 136 88 50 55 19 13 9 9 5 2 3 0 1 0
choroid plexus papilloma, malignant|32 4 4 0 2 3 2 2 2 0 4 2 2 0 0 0 0 0 1 0
choroid plexus papilloma, nos|5 0 3 3 2 1 2 0 2 0 0 2 0 1 0 0 0 0 0 0
chromophobe adenoma|0 0 0 0 0 0 1 3 0 2 3 0 2 0 0 0 1 0 0 0
chromophobe carcinoma|0 0 1 1 1 2 2 2 1 10 10 5 2 1 11 6 2 0 0 0
chronic myelogenous leukemia, bcr/abl positive|0 0 2 8 10 9 14 14 24 27 25 17 21 25 21 15 12 4 0 0
chronic myeloid leukemia, nos|51 30 56 110 185 318 437 536 540 577 704 771 889 1034 1068 1126 949 593 240 66
chronic myelomonocytic leukemia, nos|3 0 0 1 1 7 7 15 15 19 46 56 125 210 307 349 347 205 76 9
chronic myeloproliferative disease, nos|2 0 0 2 1 2 5 13 12 29 26 29 49 65 83 105 89 50 20 4
chronic neutrophilic leukemia|0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 3 0 0 0 1
clear cell adenocarcinofibroma|0 0 0 0 0 0 0 0 0 1 1 0 1 2 1 2 0 1 1 0
clear cell adenocarcinoma, nos|2 5 5 29 57 118 253 507 1076 1630 2182 2768 2811 2861 2592 1948 1138 460 99 16
clear cell chondrosarcoma|0 0 0 0 3 0 0 1 1 1 1 1 0 0 0 2 0 0 0 0
clear cell meningioma|0 1 0 1 1 1 0 0 4 0 0 1 1 1 1 0 0 1 0 0
clear cell sarcoma of kidney|30 6 0 0 1 1 1 1 1 1 2 2 3 1 3 0 2 0 0 0
clear cell sarcoma,nos (except of kidney m-8964/3)|2 1 4 13 13 11 7 7 12 11 10 10 6 2 7 3 3 1 0 0
cloacogenic carcinoma|0 0 0 0 2 3 9 25 48 91 120 172 181 210 182 142 98 49 19 7
collecting duct carcinoma|0 0 0 1 1 0 2 1 2 6 6 5 6 10 4 6 6 1 0 0
comb. hepatocel. carcinoma & cholangiocarcinoma|0 0 1 1 0 1 5 2 9 20 31 17 47 41 38 38 20 5 0 1
combined small cell carcinoma|0 0 0 0 2 0 1 3 2 17 30 60 81 113 107 82 46 12 1 0
comedocarcinoma, non-infiltrating|0 0 0 1 4 25 114 353 923 1182 1272 1332 1057 1126 964 768 384 142 29 3
comedocarcinoma, nos|0 0 0 0 8 71 225 450 738 885 866 817 798 721 543 405 234 103 20 7
composite carcinoid|0 0 0 0 0 1 1 6 8 7 11 15 12 23 24 13 10 2 1 1
composite hodgkin and non-hodgkin lymphoma|0 0 0 0 0 0 2 0 0 1 1 1 2 2 5 3 2 1 0 0
craniopharyngioma|5 5 2 2 1 3 4 0 5 7 6 5 3 1 0 1 2 1 0 0
cribriform carcinoma in situ|0 0 0 0 1 3 10 70 241 344 439 373 328 302 282 246 132 55 10 3
cribriform carcinoma|0 1 0 0 2 3 12 19 38 70 72 68 81 107 123 144 85 36 13 6
cutaneous t-cell lymphoma, nos|0 3 2 5 7 15 36 48 54 79 116 101 97 115 130 125 63 34 13 2
cyst-associated renal cell carcinoma|0 0 0 0 0 2 7 12 20 29 23 18 17 21 30 11 8 7 2 0
cystadenocarcinoma, nos|0 0 0 5 6 6 27 31 69 79 112 135 134 132 108 110 91 59 33 5
dedifferentiated chondrosarcoma|0 0 0 0 0 0 0 0 0 4 4 4 1 3 3 4 9 0 0 0
dedifferentiated chordoma|0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
dedifferentiated liposarcoma|0 0 1 0 0 2 5 10 15 15 31 20 33 41 44 30 29 10 0 1
dermatofibrosarcoma, nos|21 24 75 113 253 400 422 473 425 364 287 220 160 109 122 71 60 22 11 2
dermoid cyst, nos|1 0 0 0 0 0 0 1 1 0 1 1 0 0 0 1 0 0 0 0
desmoplastic infantile astrocytoma|1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
desmoplastic medulloblastoma|28 11 9 8 10 5 8 7 4 5 3 0 1 1 0 0 0 0 0 0
desmoplastic melanoma, malignant|0 0 1 0 3 5 22 27 40 43 65 53 77 85 100 89 100 50 18 5
desmoplastic small round cell tumor|0 1 8 3 5 6 8 4 1 0 1 0 0 1 0 1 0 0 0 0
duct carcinoma in situ, solid type|0 0 0 0 0 4 13 42 142 186 253 240 174 182 138 156 92 37 6 4
duct carcinoma, desmoplastic type|0 0 0 0 0 0 0 1 0 0 1 0 1 2 1 1 0 0 0 0
dysembryoplastic neuroepithelial tumor|2 3 4 2 3 1 4 2 2 2 0 0 0 0 0 0 0 0 0 0
dysgerminoma|0 14 43 139 132 184 135 84 50 60 51 22 21 10 7 11 2 1 0 0
dysplastic gangliocytoma of cerebellum (lhermitte-duclos)|0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0
eccrine adenocarcinoma|0 0 0 0 1 1 1 1 2 3 2 3 5 8 8 7 5 4 1 0
eccrine papillary adenocarcinoma|0 0 0 0 0 0 0 3 0 3 2 0 0 0 1 0 0 0 0 0
eccrine poroma, malignant|0 0 0 0 0 1 1 0 2 2 5 2 3 5 2 6 11 3 2 1
embryonal carcinoma, nos|32 4 17 237 679 762 634 346 207 111 63 37 25 13 8 3 4 2 0 0
embryonal rhabdomyosarcoma|244 166 86 106 38 21 19 13 13 6 4 12 6 9 5 2 4 1 0 1
embryonal sarcoma|6 5 6 6 2 0 3 0 0 0 0 0 1 1 0 0 0 1 0 0
endometrial stromal sarcoma, low grade|0 0 0 0 1 3 13 18 31 52 38 13 7 5 6 4 1 2 0 0
endometrial stromal sarcoma|0 0 0 4 4 17 36 63 101 139 105 90 71 75 76 61 34 19 7 1
endometrioid adenocarcinoma, ciliated cell variant|0 0 0 0 0 0 0 2 0 1 1 0 3 0 1 3 1 0 0 0
endometrioid adenocarcinoma, secretory variant|0 0 0 0 1 1 0 4 2 4 5 4 5 4 6 2 1 0 0 0
endometrioid adenofibroma, malignant|0 0 0 0 0 1 2 1 3 1 2 6 6 1 2 8 5 1 0 0
endometrioid carcinoma|0 0 0 5 33 114 339 766 1404 2278 3376 3849 3511 3277 2862 2311 1624 703 215 38
enterochromaffin cell carcinoid|0 0 0 3 1 4 7 5 4 9 18 17 28 16 26 16 9 2 1 0
ependymoma, anaplastic|43 15 12 6 3 12 2 8 11 7 7 6 2 3 1 0 0 1 0 0
ependymoma, nos|218 71 74 49 67 106 94 103 107 107 94 93 69 60 37 27 8 3 1 0
epithel. mesothelioma, mal.|0 0 0 1 2 5 5 11 20 55 78 143 165 179 196 210 129 54 7 3
epithelial-myoepithelial carcinoma|0 0 1 0 0 1 3 6 3 9 18 10 10 13 12 14 9 5 3 1
epithelioid cell melanoma|0 1 1 3 7 8 14 13 24 28 30 50 37 56 49 38 19 15 7 1
epithelioid hemangioendothelioma, malignant|0 0 1 6 5 2 10 12 10 6 12 8 9 7 4 8 3 1 0 0
epithelioid leiomyosarcoma|0 1 1 6 4 8 9 19 26 47 41 56 59 55 65 37 32 18 2 0
epithelioid sarcoma|1 6 14 24 34 18 18 24 21 20 22 14 11 14 12 15 6 4 3 1
epithelioma, malignant|0 0 0 0 0 0 0 1 0 2 1 1 4 2 2 1 0 1 0 0
essential thrombocythemia|1 2 1 2 12 14 18 24 44 67 66 73 91 102 110 151 106 94 18 2
ewing sarcoma|34 127 262 296 146 76 44 30 22 16 13 5 5 4 4 2 1 0 0 1
extra-adrenal paraganglioma, malignant|0 0 1 1 2 2 3 5 3 3 3 4 5 1 2 0 0 0 0 0
fascial fibrosarcoma|1 0 1 1 1 2 3 4 2 2 5 5 6 3 3 2 1 2 2 0
fetal adenocarcinoma|0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
fibrillary astrocytoma|40 36 34 24 41 54 80 56 56 46 53 44 55 63 45 23 8 5 0 1
fibroblastic osteosarcoma|0 4 15 19 13 11 6 5 4 12 5 7 4 3 4 1 0 1 0 0
fibromyxosarcoma|2 2 7 6 7 12 16 16 24 24 23 16 18 27 22 22 11 7 2 1
fibrosarcoma, nos|18 13 27 44 57 67 73 77 71 76 97 90 117 98 101 104 76 43 8 1
fibrous histiocytoma, malignant|18 19 32 84 89 116 169 198 258 308 346 460 555 640 729 692 600 328 141 30
fibrous meningioma|0 0 0 0 1 1 5 4 8 14 17 20 9 14 7 7 3 1 0 0
fibrous mesothelioma, malignant|0 0 0 0 0 0 3 9 11 10 23 26 54 78 84 89 62 21 6 0
follicular adenocarcinoma trabecular|0 0 0 3 6 8 10 8 16 13 20 16 12 9 11 5 0 2 2 0
follicular adenocarcinoma well diff.|0 1 0 9 34 53 61 52 40 52 43 40 27 36 28 20 14 4 2 1
follicular adenocarcinoma, nos|0 3 24 73 168 266 356 382 394 382 344 309 315 302 281 221 131 74 21 4
follicular carcinoma, minimally invasive|0 0 2 7 11 10 21 19 33 30 22 18 9 9 11 8 2 3 0 0
follicular dendritic cell sarcoma|0 0 0 0 1 0 0 1 1 0 2 0 0 0 0 0 1 0 0 0
follicular lymphoma, grade 1|0 0 5 6 19 100 214 360 564 750 935 1064 1082 1125 1098 796 499 252 60 9
follicular lymphoma, grade 2|0 0 1 6 20 55 104 195 328 451 552 655 674 729 740 651 411 189 42 9
follicular lymphoma, grade 3|0 3 3 7 11 40 65 108 180 250 290 379 395 442 439 358 261 149 29 5
follicular lymphoma, nos|2 2 4 4 18 47 60 94 165 222 312 367 391 414 411 393 268 129 34 8
gangliocytoma|0 0 1 0 1 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0
ganglioglioma, anaplastic|1 2 2 5 2 2 2 1 0 2 0 2 1 0 0 1 0 0 0 0
ganglioglioma, nos|8 6 13 10 7 8 2 4 5 2 3 1 0 0 0 0 0 0 0 0
ganglioneuroblastoma|211 46 13 10 6 3 3 1 1 1 1 2 3 3 1 3 0 0 0 0
ganglioneuroma|0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
gastrinoma, malignant|0 0 1 1 4 1 8 13 11 11 13 16 10 12 8 6 1 0 0 0
gastrointestinal stromal sarcoma|0 1 1 4 8 16 23 39 64 117 130 145 134 129 145 138 102 47 17 3
gemistocytic astrocytoma|4 2 2 2 8 21 50 54 51 45 40 33 40 43 34 21 8 3 0 0
germ cell tumor, nonseminomatous|0 0 2 13 18 24 15 18 2 3 0 0 0 0 0 0 0 0 0 0
germinoma|4 25 83 116 104 83 68 66 49 39 17 13 9 6 3 4 1 0 0 0
giant cell and spindle cell carcinoma|0 0 0 1 0 1 2 8 5 18 28 28 31 30 37 24 17 14 3 1
giant cell carcinoma|0 0 0 0 1 1 4 14 27 80 97 124 151 179 162 125 70 20 9 1
giant cell glioblastoma|4 2 4 7 10 4 6 12 13 20 5 12 16 22 15 15 3 2 0 0
giant cell sarcoma|1 2 3 2 4 6 5 12 14 21 24 35 30 41 34 36 27 25 10 2
giant cell tumor of bone, malignant|0 0 5 7 16 25 9 12 10 9 2 8 1 0 7 2 2 3 0 0
glassy cell carcinoma|0 0 0 1 0 0 0 2 1 0 0 0 0 1 0 0 1 0 0 0
glioblastoma, nos|38 68 91 103 165 240 335 540 862 1268 1877 2365 2643 2745 2727 2113 1174 426 117 10
glioma, malignant|274 299 185 91 83 106 123 145 132 143 173 192 216 259 270 254 231 126 30 5
gliomatosis cerebri|1 1 2 0 1 2 2 1 1 2 2 2 2 7 7 4 5 0 0 0
gliosarcoma|0 0 1 2 1 3 8 8 14 23 30 29 35 37 47 33 21 2 1 0
glomangiosarcoma|0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0
glucagonoma, malignant|0 0 0 0 0 2 0 2 3 2 5 2 1 6 6 1 1 1 0 0
glycogen-rich carcinoma|0 0 0 0 0 0 1 0 0 1 0 1 1 1 0 3 0 0 0 0
goblet cell carcinoid|0 0 0 0 3 4 8 24 29 29 29 36 23 31 14 18 10 7 0 0
granular cell carcinoma|0 0 2 2 2 3 15 19 40 58 74 104 135 121 136 127 78 25 6 0
granular cell tumor, malignant|1 0 1 1 3 3 1 2 5 7 5 5 8 2 5 2 3 1 0 1
granular cell tumor, nos|0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
granulosa cell tumor, malignant|1 2 3 9 9 24 36 49 72 93 113 91 76 73 49 42 24 11 3 0
granulosa cell-theca cell tumor, mal.|0 0 0 0 0 0 0 0 2 2 1 1 3 1 3 0 1 0 0 0
gynandroblastoma, malignant|0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
hairy cell leukemia|0 0 0 1 7 18 64 129 196 235 246 237 216 235 203 165 116 61 15 3
heavy chain disease, nos|0 0 0 0 0 0 0 2 1 0 2 1 1 1 3 1 2 0 0 0
hemangioblastoma|1 0 1 1 5 7 7 9 11 6 6 18 6 3 2 0 0 2 0 1
hemangioendothelioma, malignant|4 2 3 6 10 3 9 6 11 15 13 8 14 12 12 15 9 4 2 1
hemangioma, nos|1 2 0 1 4 3 2 1 3 3 4 6 2 1 0 2 1 0 0 0
hemangiopericytoma, malignant|8 6 5 6 13 8 22 25 33 21 44 29 32 23 28 31 15 8 0 1
hemangiopericytoma, nos|0 0 0 0 0 1 0 1 2 1 0 1 2 1 0 0 0 0 0 0
hemangiosarcoma|4 2 2 10 27 36 47 47 57 71 78 121 115 149 152 165 125 101 38 6
hepatoblastoma|262 17 7 4 0 1 1 0 0 0 1 0 1 2 3 1 2 0 1 0
hepatocellular carcinoma, clear cell type|0 0 1 0 0 0 1 1 0 3 8 6 4 7 4 6 8 3 2 0
hepatocellular carcinoma, fibrolamellar|0 1 1 11 20 11 5 9 3 5 5 3 5 5 5 4 2 1 0 0
hepatocellular carcinoma, nos|11 19 30 30 61 94 160 288 626 1332 2006 2249 2537 2833 2910 2499 1436 634 176 26
